,loss,reconstruction_loss,val_loss,lr
0,0.027796735987067223,0.027796735987067223,0.014694344252347946,0.001
1,0.013896728865802288,0.013896728865802288,0.015010565519332886,0.001
2,0.013658350333571434,0.013658350333571434,0.01241990551352501,0.001
3,0.011048934422433376,0.011048934422433376,0.009520570747554302,0.001
4,0.008263752795755863,0.008263752795755863,0.006903273984789848,0.001
5,0.007049390114843845,0.007049390114843845,0.0065475632436573505,0.001
6,0.007024219725281,0.007024219725281,0.0059431917034089565,0.001
7,0.006260961759835482,0.006260961759835482,0.0053553772158920765,0.001
8,0.005688009783625603,0.005688009783625603,0.004940452519804239,0.001
9,0.004888826049864292,0.004888826049864292,0.004079675301909447,0.001
10,0.0037979402113705873,0.0037979402113705873,0.0036192552652209997,0.001
11,0.0032920383382588625,0.0032920383382588625,0.0024262061342597008,0.001
12,0.0027864195872098207,0.0027864195872098207,0.002406558021903038,0.001
13,0.002428444568067789,0.002428444568067789,0.0019459995673969388,0.001
14,0.0023500665556639433,0.0023500665556639433,0.002134182257577777,0.001
15,0.002380961552262306,0.002380961552262306,0.002593353623524308,0.001
16,0.002276167506352067,0.002276167506352067,0.0017396054463461041,0.001
17,0.001960634719580412,0.001960634719580412,0.0016931673744693398,0.001
18,0.0018358032684773207,0.0018358032684773207,0.001748681883327663,0.001
19,0.0020544391591101885,0.0020544391591101885,0.0016982422675937414,0.001
20,0.0017343690851703286,0.0017343690851703286,0.001633486244827509,0.001
21,0.0019156375201418996,0.0019156375201418996,0.0021013207733631134,0.001
22,0.0018080906011164188,0.0018080906011164188,0.0014975768281146884,0.001
23,0.0016276666428893805,0.0016276666428893805,0.0014516613446176052,0.001
24,0.0016277508111670613,0.0016277508111670613,0.0014517586678266525,0.001
25,0.0016285469755530357,0.0016285469755530357,0.0015653787413612008,0.001
26,0.0015853616641834378,0.0015853616641834378,0.001442121108993888,0.001
27,0.0015617641620337963,0.0015617641620337963,0.001672584330663085,0.001
28,0.0015667311381548643,0.0015667311381548643,0.001435637939721346,0.001
29,0.0014940031105652452,0.0014940031105652452,0.0013655655784532428,0.001
30,0.0016097595216706395,0.0016097595216706395,0.002027991460636258,0.001
31,0.0016951197758316994,0.0016951197758316994,0.0017139618285000324,0.001
32,0.0018730834126472473,0.0018730834126472473,0.0014497942756861448,0.001
33,0.0015919491415843368,0.0015919491415843368,0.0017413573805242777,0.001
34,0.0014965251320973039,0.0014965251320973039,0.0013847467489540577,0.001
35,0.0013364664046093822,0.0013364664046093822,0.0012880915310233831,0.001
36,0.0013043484650552273,0.0013043484650552273,0.001346701756119728,0.001
37,0.0013465600786730647,0.0013465600786730647,0.0014860263327136636,0.001
38,0.0014299392933025956,0.0014299392933025956,0.0014711006078869104,0.001
39,0.001504459185525775,0.001504459185525775,0.001428839867003262,0.001
40,0.0014730956172570586,0.0014730956172570586,0.0014293690910562873,0.001
41,0.0013854861026629806,0.0013854861026629806,0.0012485954212024808,0.001
42,0.0013598673976957798,0.0013598673976957798,0.001361753442324698,0.001
43,0.001458035665564239,0.001458035665564239,0.0015797130763530731,0.001
44,0.0013353228569030762,0.0013353228569030762,0.0011845584958791733,0.001
45,0.0012348014861345291,0.0012348014861345291,0.0012128124944865704,0.001
46,0.001154579222202301,0.001154579222202301,0.001125625683926046,0.001
47,0.0011141576105728745,0.0011141576105728745,0.0010943713132292032,0.001
48,0.0011014260817319155,0.0011014260817319155,0.0011031723115593195,0.001
49,0.001157553168013692,0.001157553168013692,0.001073171733878553,0.001
50,0.0010864731157198548,0.0010864731157198548,0.0010728894267231226,0.001
51,0.00107973488047719,0.00107973488047719,0.001123463036492467,0.001
52,0.0011546578025445342,0.0011546578025445342,0.001364355906844139,0.001
53,0.001313060405664146,0.001313060405664146,0.0010768227512016892,0.001
54,0.0011136771645396948,0.0011136771645396948,0.001208547968417406,0.001
55,0.0011906062718480825,0.0011906062718480825,0.0010507275583222508,0.001
56,0.001249848399311304,0.001249848399311304,0.0016325669130310416,0.001
57,0.0013936683535575867,0.0013936683535575867,0.0012941414024680853,0.001
58,0.0011520609259605408,0.0011520609259605408,0.0011463338742032647,0.00020000001
59,0.0010454751318320632,0.0010454751318320632,0.001015426591038704,0.00020000001
60,0.000976897426880896,0.000976897426880896,0.0009828419424593449,0.00020000001
61,0.0009602635400369763,0.0009602635400369763,0.0009818298276513815,0.00020000001
62,0.0009519212180748582,0.0009519212180748582,0.0009813595097512007,0.00020000001
63,0.000944887229707092,0.000944887229707092,0.000979126081801951,0.00020000001
64,0.0009382468415424228,0.0009382468415424228,0.000975784205365926,0.00020000001
65,0.000932451628614217,0.000932451628614217,0.0009723625262267888,0.00020000001
66,0.0009268574649468064,0.0009268574649468064,0.0009684991091489792,0.00020000001
67,0.0009215288446284831,0.0009215288446284831,0.0009643711964599788,0.00020000001
68,0.0009162719361484051,0.0009162719361484051,0.0009603463113307953,0.00020000001
69,0.000911246461328119,0.000911246461328119,0.0009566980297677219,0.00020000001
70,0.0009065028862096369,0.0009065028862096369,0.0009532929980196059,0.00020000001
71,0.000901874213013798,0.000901874213013798,0.0009498432627879083,0.00020000001
72,0.000897518708370626,0.000897518708370626,0.0009464785107411444,0.00020000001
73,0.000893274846021086,0.000893274846021086,0.0009432517690584064,0.00020000001
74,0.0008891556644812226,0.0008891556644812226,0.0009399350383318961,0.00020000001
75,0.0008850999874994159,0.0008850999874994159,0.0009367605671286583,0.00020000001
76,0.0008811347652226686,0.0008811347652226686,0.0009337931405752897,0.00020000001
77,0.0008772556320764124,0.0008772556320764124,0.0009305693674832582,0.00020000001
78,0.0008734875009395182,0.0008734875009395182,0.0009279795340262353,0.00020000001
79,0.000869779905769974,0.000869779905769974,0.0009252990712411702,0.00020000001
80,0.0008661129977554083,0.0008661129977554083,0.0009226248366758227,0.00020000001
81,0.000862553424667567,0.000862553424667567,0.0009203783120028675,0.00020000001
82,0.0008590383222326636,0.0008590383222326636,0.0009181371424347162,0.00020000001
83,0.0008555802050977945,0.0008555802050977945,0.0009159086621366441,0.00020000001
