,loss,reconstruction_loss,lr
0,0.023116350173950195,0.023116350173950195,0.001
1,0.013412470929324627,0.013412470929324627,0.001
2,0.013056914322078228,0.013056914322078228,0.001
3,0.011617818847298622,0.011617818847298622,0.001
4,0.007849792949855328,0.007849792949855328,0.001
5,0.006844558287411928,0.006844558287411928,0.001
6,0.006310813128948212,0.006310813128948212,0.001
7,0.005973000545054674,0.005973000545054674,0.001
8,0.005003564991056919,0.005003564991056919,0.001
9,0.004162693861871958,0.004162693861871958,0.001
10,0.0033191507682204247,0.0033191507682204247,0.001
11,0.0030037923716008663,0.0030037923716008663,0.001
12,0.002643278334289789,0.002643278334289789,0.001
13,0.002368098357692361,0.002368098357692361,0.001
14,0.002329259179532528,0.002329259179532528,0.001
15,0.0021644013468176126,0.0021644013468176126,0.001
16,0.002033795462921262,0.002033795462921262,0.001
17,0.0019871406257152557,0.0019871406257152557,0.001
18,0.0021124877966940403,0.0021124877966940403,0.001
19,0.0018440003041177988,0.0018440003041177988,0.001
20,0.0017499584937468171,0.0017499584937468171,0.001
21,0.001709967851638794,0.001709967851638794,0.001
22,0.001870903535746038,0.001870903535746038,0.001
23,0.0018580174073576927,0.0018580174073576927,0.001
24,0.0017481502145528793,0.0017481502145528793,0.001
25,0.0017085653962567449,0.0017085653962567449,0.001
26,0.0016278455732390285,0.0016278455732390285,0.001
27,0.0016125492984429002,0.0016125492984429002,0.001
28,0.0014991698553785682,0.0014991698553785682,0.001
29,0.0014599008718505502,0.0014599008718505502,0.001
30,0.0015036712866276503,0.0015036712866276503,0.001
31,0.0014720518374815583,0.0014720518374815583,0.001
32,0.0015421081334352493,0.0015421081334352493,0.001
33,0.0014697748702019453,0.0014697748702019453,0.001
34,0.0015002914005890489,0.0015002914005890489,0.001
35,0.0014713449636474252,0.0014713449636474252,0.001
36,0.0014837341150268912,0.0014837341150268912,0.001
37,0.001450551557354629,0.001450551557354629,0.001
38,0.0013487242395058274,0.0013487242395058274,0.001
39,0.0012915119295939803,0.0012915119295939803,0.001
40,0.0012634589802473783,0.0012634589802473783,0.001
41,0.0012270488077774644,0.0012270488077774644,0.001
42,0.0012125619687139988,0.0012125619687139988,0.001
43,0.0011961710406467319,0.0011961710406467319,0.001
44,0.0012174015864729881,0.0012174015864729881,0.001
45,0.0012561139883473516,0.0012561139883473516,0.001
46,0.0012481492012739182,0.0012481492012739182,0.001
47,0.0013404660858213902,0.0013404660858213902,0.001
48,0.0013009338872507215,0.0013009338872507215,0.001
49,0.0012632671277970076,0.0012632671277970076,0.001
50,0.0012778344098478556,0.0012778344098478556,0.001
51,0.0011575453681871295,0.0011575453681871295,0.001
52,0.0011222893372178078,0.0011222893372178078,0.00020000001
53,0.0010401236359030008,0.0010401236359030008,0.00020000001
54,0.001021643984131515,0.001021643984131515,0.00020000001
55,0.001012098859064281,0.001012098859064281,0.00020000001
56,0.0010046627139672637,0.0010046627139672637,0.00020000001
57,0.0009985975921154022,0.0009985975921154022,0.00020000001
58,0.0009932487737387419,0.0009932487737387419,0.00020000001
59,0.0009883157908916473,0.0009883157908916473,0.00020000001
60,0.0009837140096351504,0.0009837140096351504,0.00020000001
61,0.000979338656179607,0.000979338656179607,0.00020000001
62,0.000975170114543289,0.000975170114543289,0.00020000001
63,0.0009711446473374963,0.0009711446473374963,0.00020000001
64,0.000967207713983953,0.000967207713983953,0.00020000001
65,0.0009633963345550001,0.0009633963345550001,0.00020000001
66,0.0009596609161235392,0.0009596609161235392,0.00020000001
67,0.0009559991885907948,0.0009559991885907948,0.00020000001
68,0.0009524059132672846,0.0009524059132672846,0.00020000001
69,0.0009489133371971548,0.0009489133371971548,0.00020000001
70,0.0009454656974412501,0.0009454656974412501,0.00020000001
71,0.0009421086870133877,0.0009421086870133877,0.00020000001
72,0.0009387898608110845,0.0009387898608110845,0.00020000001
73,0.0009356101509183645,0.0009356101509183645,0.00020000001
74,0.0009324910352006555,0.0009324910352006555,0.00020000001
75,0.0009295387426391244,0.0009295387426391244,0.00020000001
76,0.0009267702116630971,0.0009267702116630971,0.00020000001
77,0.0009242160012945533,0.0009242160012945533,0.00020000001
78,0.0009220483480021358,0.0009220483480021358,0.00020000001
79,0.0009204273228533566,0.0009204273228533566,0.00020000001
80,0.000919669633731246,0.000919669633731246,0.00020000001
81,0.0009203647496178746,0.0009203647496178746,0.00020000001
82,0.000923527346458286,0.000923527346458286,0.00020000001
83,0.0009311839821748435,0.0009311839821748435,0.00020000001
84,0.0009459495195187628,0.0009459495195187628,0.00020000001
85,0.0009659339557401836,0.0009659339557401836,0.00020000001
86,0.0009680367074906826,0.0009680367074906826,0.00020000001
87,0.0009327223524451256,0.0009327223524451256,0.00020000001
88,0.000902675383258611,0.000902675383258611,0.00020000001
89,0.0008946515736170113,0.0008946515736170113,0.00020000001
90,0.0008910026517696679,0.0008910026517696679,0.00020000001
91,0.0008876469801180065,0.0008876469801180065,0.00020000001
92,0.0008847363060340285,0.0008847363060340285,0.00020000001
93,0.0008825220284052193,0.0008825220284052193,0.00020000001
94,0.0008810152066871524,0.0008810152066871524,0.00020000001
95,0.0008804125245660543,0.0008804125245660543,0.00020000001
96,0.0008808925631456077,0.0008808925631456077,0.00020000001
97,0.0008826233679428697,0.0008826233679428697,0.00020000001
98,0.0008856143103912473,0.0008856143103912473,0.00020000001
99,0.0008889815653674304,0.0008889815653674304,0.00020000001
100,0.0008900960674509406,0.0008900960674509406,0.00020000001
101,0.0008849959122017026,0.0008849959122017026,0.00020000001
102,0.0008729267283342779,0.0008729267283342779,0.00020000001
103,0.0008587283082306385,0.0008587283082306385,0.00020000001
104,0.0008483330020681024,0.0008483330020681024,0.00020000001
105,0.0008423759136348963,0.0008423759136348963,0.00020000001
106,0.0008394191972911358,0.0008394191972911358,0.00020000001
107,0.0008387203561142087,0.0008387203561142087,0.00020000001
108,0.0008407133282162249,0.0008407133282162249,0.00020000001
